73,2I,8359,LIM,2789,PCL,2781,,0,143 146,
74,2I,8359,LIM,2789,TPP,2806,,0,142 146,
75,2I,8359,PCL,2781,IQT,2801,,0,143,
76,2I,8359,PCL,2781,LIM,2789,,0,143 146,
77,2I,8359,PCL,2781,TPP,2806,,0,146,
78,2I,8359,PEM,2808,CUZ,2812,,0,142,
79,2I,8359,TPP,2806,IQT,2801,,0,142,
80,2I,8359,TPP,2806,LIM,2789,,0,142 146,
81,2I,8359,TPP,2806,PCL,2781,,0,146,
82,2J,470,ABJ,253,BOY,247,,0,CRJ,
83,2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,
84,2J,470,ACC,248,OUA,246,,0,CRJ,
85,2J,470,BKO,1044,ABJ,253,,0,M87,
86,2J,470,BKO,1044,DKR,1084,,0,M87,
87,2J,470,BKO,1044,OUA,246,,0,CRJ,
88,2J,470,BOY,247,ABJ,253,,0,CRJ,
89,2J,470,BOY,247,OUA,246,,0,CRJ,
90,2J,470,COO,245,LFW,298,,0,M87,
91,2J,470,COO,245,OUA,246,,0,M87,
92,2J,470,DKR,1084,BKO,1044,,0,M87,
93,2J,470,DKR,1084,OUA,246,,0,M87,
94,2J,470,LFW,298,OUA,246,,0,M87 CRJ,
95,2J,470,NIM,280,OUA,246,,0,CRJ,
96,2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,
97,2J,470,OUA,246,ACC,248,,0,CRJ,
98,2J,470,OUA,246,BKO,1044,,0,M87 CRJ,
99,2J,470,OUA,246,BOY,247,,0,CRJ,
100,2J,470,OUA,246,COO,245,,0,M87,
